actual,nn_predicted,naive_predicted
9235.0,8988.946,9715.0
8910.0,8717.159,9854.0
9213.0,8963.281,9572.0
9383.0,9097.073,9614.0
9425.0,9124.313,9712.0
9624.0,9286.745,9322.0
9697.0,9341.929,9063.0
9700.0,9333.163,9309.0
9978.0,9584.147,9293.0
10217.0,9784.699,9751.0
10690.0,10146.8,10058.0
11227.0,10568.88,10200.0
11735.0,11049.651,10039.0
11716.0,11076.399,6314.0
11647.0,11021.725,9408.0
11670.0,11046.632,8759.0
12189.0,11504.86,8429.0
11777.0,11166.437,8093.0
10852.0,10393.065,8125.0
9903.0,9596.507,8152.0
9639.0,9333.115,8664.0
9377.0,9072.15,9436.0
9126.0,8835.137,9397.0
7661.0,7568.7925,9256.0
5126.0,5259.179,9235.0
7109.0,7048.808,8910.0
5043.0,5215.207,9213.0
3878.0,4215.8164,9383.0
6504.0,6520.743,9425.0
6060.0,6119.9272,9624.0
5561.0,5689.263,9697.0
5349.0,5505.0874,9700.0
5301.0,5455.7554,9978.0
5539.0,5671.15,10217.0
5210.0,5315.7466,10690.0
5028.0,5208.295,11227.0
4750.0,4986.2026,11735.0
4469.0,4777.7456,11716.0
4305.0,4631.7183,11647.0
4681.0,4944.9556,11670.0
5011.0,5257.846,12189.0
4554.0,4844.959,11777.0
4664.0,4927.5815,10852.0
4878.0,5114.3374,9903.0
4806.0,5068.021,9639.0
4354.0,4675.012,9377.0
4146.0,4526.891,9126.0
4156.0,4528.578,7661.0
3529.0,3921.7612,5126.0
4269.0,4565.4097,7109.0
4290.0,4595.4316,5043.0
4134.0,4471.7573,3878.0
3908.0,4260.5933,6504.0
3748.0,4112.274,6060.0
3738.0,4102.665,5561.0
3735.0,4103.724,5349.0
3511.0,3877.9521,5301.0
3629.0,3977.3452,5539.0
3715.0,3968.7495,5210.0
4072.0,4311.33,5028.0
3879.0,4107.452,4750.0
3884.0,4105.509,4469.0
4652.0,4830.6665,4305.0
4749.0,4926.4917,4681.0
4950.0,5158.0396,5011.0
5108.0,5298.6216,4554.0
5006.0,5232.9736,4664.0
4779.0,5053.1357,4878.0
4550.0,4849.2744,4806.0
4125.0,4459.6763,4354.0
3450.0,3880.5159,4146.0
3270.0,3727.7036,4156.0
3045.0,3486.154,3529.0
3528.0,3921.5386,4269.0
3947.0,4297.073,4290.0
3731.0,4108.1606,4134.0
3281.0,3743.3813,3908.0
2999.0,3506.4734,3748.0
2992.0,3476.9072,3738.0
2727.0,3310.8667,3735.0
2535.0,3166.5015,3511.0
2237.0,2967.3455,3629.0
2100.0,2797.5444,3715.0
2162.0,2873.6973,4072.0
2115.0,2862.3506,3879.0
1965.0,2716.019,3884.0
1904.0,2598.1782,4652.0
1900.0,2587.7488,4749.0
1821.0,2513.2502,4950.0
1636.0,2369.245,5108.0
1490.0,2228.1504,5006.0
1230.0,2037.3651,4779.0
1490.0,2227.2437,4550.0
1408.0,2159.1006,4125.0
1401.0,2132.086,3450.0
1250.0,2021.1208,3270.0
1132.0,1926.6925,3045.0
1094.0,1928.648,3528.0
1087.0,1928.7872,3947.0
1172.0,1999.5562,3731.0
1286.0,2057.8542,3281.0
1506.0,2225.6472,2999.0
1669.0,2378.6777,2992.0
1811.0,2471.0706,2727.0
1907.0,2564.6975,2535.0
1898.0,2525.5168,2237.0
2083.0,2657.1746,2100.0
2519.0,3039.9285,2162.0
2906.0,3367.1023,2115.0
3258.0,3665.2034,1965.0
2575.0,3060.8184,1904.0
4452.0,4710.9536,1900.0
4852.0,5090.602,1821.0
5147.0,5371.1113,1636.0
5444.0,5645.2036,1490.0
5670.0,5854.814,1230.0
5740.0,5944.793,1490.0
5777.0,5981.07,1408.0
5396.0,5694.3296,1401.0
4108.0,4575.4087,1250.0
3851.0,4298.209,1132.0
4026.0,4419.844,1094.0
3859.0,4269.845,1087.0
3809.0,4230.719,1172.0
3819.0,4241.964,1286.0
3900.0,4332.2085,1506.0
3832.0,4269.234,1669.0
3754.0,4200.9316,1811.0
3662.0,4122.4077,1907.0
3430.0,3929.9524,1898.0
3241.0,3787.9082,2083.0
3023.0,3595.059,2519.0
2962.0,3519.7456,2906.0
2650.0,3254.7288,3258.0
2603.0,3178.7642,2575.0
2554.0,3094.8806,4452.0
2330.0,2875.234,4852.0
2435.0,3006.552,5147.0
2377.0,2983.0352,5444.0
2515.0,3156.2556,5670.0
2499.0,3123.6213,5740.0
2519.0,3138.123,5777.0
2574.0,3206.6072,5396.0
3524.0,4054.08,4108.0
5407.0,5650.4116,3851.0
3927.0,4363.813,4026.0
4074.0,4470.91,3859.0
6295.0,6472.03,3809.0
6426.0,6599.149,3819.0
6643.0,6790.652,3900.0
6620.0,6775.6235,3832.0
3872.0,4372.083,3754.0
3303.0,3866.1455,3662.0
3868.0,4386.4077,3430.0
6139.0,6380.2856,3241.0
5899.0,6161.0996,3023.0
5915.0,6123.051,2962.0
4427.0,4793.4067,2650.0
4506.0,4917.686,2603.0
4263.0,4691.4155,2554.0
3926.0,4375.664,2330.0
4548.0,4942.763,2435.0
4649.0,5045.816,2377.0
4343.0,4737.2954,2515.0
4144.0,4511.7163,2499.0
6014.0,6188.773,2519.0
3689.0,4124.8716,2574.0
2304.0,2910.0713,3524.0
2282.0,2863.9648,5407.0
3722.0,4143.5156,3927.0
3918.0,4345.812,4074.0
2441.0,2963.0474,6295.0
4035.0,4350.35,6426.0
4100.0,4394.845,6643.0
3741.0,4030.8574,6620.0
3676.0,3990.8423,3872.0
4044.0,4301.722,3303.0
4567.0,4755.0015,3868.0
5144.0,5278.513,6139.0
7439.0,7300.918,5899.0
8398.0,8145.7173,5915.0
6684.0,6619.5923,4427.0
9210.0,8887.443,4506.0
9320.0,8952.313,4263.0
9552.0,9101.222,3926.0
9456.0,9027.827,4548.0
5405.0,5428.304,4649.0
9464.0,8999.192,4343.0
9985.0,9427.709,4144.0
2865.0,3182.7961,6014.0
9580.0,9020.977,3689.0
5592.0,5565.2485,2304.0
8986.0,8519.582,2282.0
9269.0,8773.164,3722.0
9691.0,9132.14,3918.0
9903.0,9276.778,2441.0
10156.0,9517.657,4035.0
10084.0,9454.961,4100.0
9755.0,9184.763,3741.0
9497.0,8980.681,3676.0
9611.0,9099.493,4044.0
10021.0,9437.517,4567.0
10017.0,9485.537,5144.0
9940.0,9442.0205,7439.0
9576.0,9136.756,8398.0
9631.0,9198.421,6684.0
9299.0,8903.36,9210.0
9036.0,8690.794,9320.0
8981.0,8679.63,9552.0
8072.0,7881.24,9456.0
7005.0,6957.206,5405.0
6978.0,6959.1133,9464.0
7181.0,7139.361,9985.0
7649.0,7557.327,2865.0
7727.0,7634.4346,9580.0
6343.0,6420.767,5592.0
2876.0,3310.1538,8986.0
2426.0,2883.8936,9269.0
1994.0,2515.7556,9691.0
1687.0,2277.9,9903.0
1687.0,2263.3872,10156.0
1543.0,2146.5552,10084.0
1616.0,2257.7922,9755.0
1749.0,2356.5952,9497.0
3746.0,4016.7297,9611.0
4340.0,4555.8384,10021.0
5366.0,5484.71,10017.0
5529.0,5606.6016,9940.0
6140.0,6134.1704,9576.0
6600.0,6601.442,9631.0
7265.0,7200.1055,9299.0
6578.0,6543.757,9036.0
7294.0,7177.015,8981.0
9685.0,9257.53,8072.0
10039.0,9588.569,7005.0
10506.0,9970.524,6978.0
10134.0,9662.36,7181.0
9621.0,9259.709,7649.0
8982.0,8755.224,7727.0
6125.0,6294.018,6343.0
5188.0,5391.652,2876.0
8441.0,8283.302,2426.0
8104.0,7990.0747,1994.0
7820.0,7702.811,1687.0
4978.0,5183.5103,1687.0
4815.0,5037.394,1543.0
2463.0,2957.0874,1616.0
6273.0,6341.932,1749.0
3669.0,4007.2856,3746.0
2265.0,2774.447,4340.0
2288.0,2777.849,5366.0
2517.0,2968.3794,5529.0
