actual,nn_predicted,naive_predicted
1434.0,1868.8118,1679.0
1638.0,2062.9949,1370.0
2915.0,3213.6033,1225.0
2207.0,2582.9963,1382.0
2284.0,2641.0422,1392.0
2916.0,3244.1294,1378.0
2993.0,3317.2283,1401.0
2986.0,3311.5593,1436.0
2766.0,3109.8105,1439.0
2006.0,2417.3142,1434.0
1841.0,2290.6946,1416.0
1911.0,2352.91,1381.0
2349.0,2763.5632,1403.0
2367.0,2781.5686,1400.0
2364.0,2710.6265,1406.0
2184.0,2531.6743,1350.0
2132.0,2539.2068,1394.0
1865.0,2323.8005,1349.0
1790.0,2212.246,1303.0
1842.0,2284.784,1293.0
1780.0,2191.6208,1276.0
1592.0,1988.1082,1360.0
1442.0,1827.1443,1394.0
3158.0,3429.2432,1369.0
1231.0,1710.1283,1434.0
1018.0,1535.4033,1638.0
1265.0,1770.3254,2915.0
1706.0,2147.262,2207.0
1714.0,2194.3088,2284.0
1288.0,1724.6937,2916.0
1603.0,1997.6879,2993.0
1557.0,1943.9208,2986.0
1524.0,1844.6298,2766.0
1681.0,1939.6224,2006.0
2076.0,2327.7659,1841.0
2803.0,3034.4045,1911.0
3610.0,3874.1477,2349.0
4921.0,5117.5156,2367.0
5567.0,5731.611,2364.0
4734.0,4983.414,2184.0
5648.0,5961.934,2132.0
5208.0,5514.2085,1865.0
4914.0,5162.9697,1790.0
4588.0,4842.9624,1842.0
2957.0,3263.2405,1780.0
4754.0,4945.733,1592.0
5060.0,5232.057,1442.0
2403.0,2843.1755,3158.0
4634.0,4922.763,1231.0
3101.0,3391.7454,1018.0
4300.0,4498.7236,1265.0
4479.0,4672.7817,1706.0
4779.0,4952.941,1714.0
4976.0,5143.803,1288.0
5209.0,5356.989,1603.0
5189.0,5335.505,1557.0
5032.0,5196.7383,1524.0
4878.0,5063.0557,1681.0
4904.0,5158.136,2076.0
5265.0,5508.725,2803.0
5194.0,5455.4243,3610.0
5047.0,5329.819,4921.0
4799.0,5158.762,5567.0
4746.0,5085.5547,4734.0
4455.0,4852.238,5648.0
4194.0,4642.277,5208.0
4122.0,4587.6167,4914.0
3447.0,3938.1277,4588.0
2718.0,3185.7659,2957.0
2369.0,2901.8035,4754.0
2549.0,3078.7812,5060.0
3063.0,3522.8767,2403.0
3479.0,3946.2324,4634.0
2893.0,3377.1501,3101.0
1005.0,1626.3351,4300.0
937.0,1514.9076,4479.0
847.0,1444.611,4779.0
714.0,1344.0032,4976.0
747.0,1365.4706,5209.0
809.0,1427.3236,5189.0
904.0,1601.1722,5032.0
929.0,1559.4946,4878.0
2378.0,2903.2146,4904.0
2832.0,3346.7188,5265.0
3777.0,4326.6763,5194.0
3674.0,4215.353,5047.0
4121.0,4631.445,4799.0
4163.0,4719.3257,4746.0
4452.0,4996.085,4455.0
3534.0,4025.2676,4194.0
4814.0,5220.604,4122.0
5444.0,5779.5083,3447.0
5455.0,5726.277,2718.0
5765.0,6022.295,2369.0
5541.0,5815.486,2549.0
4915.0,5228.4126,3063.0
4374.0,4776.5093,3479.0
2808.0,3292.305,2893.0
3078.0,3478.952,1005.0
4351.0,4687.275,937.0
4135.0,4475.3154,847.0
3982.0,4282.2065,714.0
2723.0,3116.2986,747.0
2681.0,3081.5415,809.0
1672.0,2145.5713,904.0
3271.0,3661.9187,929.0
2274.0,2792.4973,2378.0
1611.0,2195.8738,2832.0
1722.0,2300.8955,3777.0
2093.0,2632.268,3674.0
1687.0,2254.2446,4121.0
1556.0,2118.5203,4163.0
1579.0,2148.5254,4452.0
1573.0,2153.0889,3534.0
4531.0,4946.1987,4814.0
2906.0,3427.9375,5444.0
2766.0,3249.0198,5455.0
3790.0,4224.438,5765.0
3405.0,3865.831,5541.0
3058.0,3537.9143,4915.0
3050.0,3550.7666,4374.0
1274.0,1843.1841,2808.0
2945.0,3381.11,3078.0
4131.0,4510.574,4351.0
4038.0,4423.8076,4135.0
3959.0,4338.3623,3982.0
3570.0,3942.3608,2723.0
1911.0,2373.0002,2681.0
3720.0,4057.8716,1672.0
2138.0,2601.9753,3271.0
2487.0,2933.9114,2274.0
2684.0,3091.2727,1611.0
5954.0,6186.7417,1722.0
3446.0,3836.2336,2093.0
3984.0,4313.1304,1687.0
5176.0,5422.686,1556.0
3922.0,4240.2847,1579.0
4858.0,5109.7656,1573.0
3226.0,3645.971,4531.0
2975.0,3407.318,2906.0
3823.0,4205.3696,2766.0
3975.0,4353.4204,3790.0
3766.0,4153.329,3405.0
4299.0,4668.8677,3058.0
4163.0,4556.9907,3050.0
2816.0,3266.4744,1274.0
4310.0,4679.015,2945.0
3378.0,3831.354,4131.0
2660.0,3154.179,4038.0
5415.0,5736.7754,3959.0
5759.0,6061.094,3570.0
5714.0,5999.524,1911.0
5843.0,6147.802,3720.0
6549.0,6807.054,2138.0
6118.0,6451.675,2487.0
6191.0,6521.61,2684.0
6229.0,6593.734,5954.0
6664.0,6925.2183,3446.0
6988.0,7171.7476,3984.0
7123.0,7263.8247,5176.0
5830.0,6090.454,3922.0
6708.0,6916.652,4858.0
6170.0,6438.308,3226.0
4741.0,5082.1323,2975.0
