utc_timestamp,predicted_energy_generation,Battery_Level,Battery_Action,Smoothed_Battery_Level
2015-01-12 21:00:00+00:00,5745.247,15000.0,Store,14941.99469006454
2015-01-12 22:00:00+00:00,5654.902,15000.0,Store,14941.99469006454
2015-01-12 23:00:00+00:00,5538.3267,15000.0,Store,14941.99469006454
2015-01-13 00:00:00+00:00,5752.6885,15000.0,Store,14941.99469006454
2015-01-13 01:00:00+00:00,5961.1714,15000.0,Store,14941.99469006454
2015-01-13 02:00:00+00:00,5493.221,15000.0,Store,14941.99469006454
2015-01-13 03:00:00+00:00,5347.1733,14838.716570798024,Discharge,14935.274547181123
2015-01-13 04:00:00+00:00,5282.498,14605.335087586824,Discharge,14918.830175830575
2015-01-13 05:00:00+00:00,5351.0083,14447.839579473293,Discharge,14895.823491641962
2015-01-13 06:00:00+00:00,5761.341,14689.376041406387,Store,14882.88082670056
2015-01-13 07:00:00+00:00,5979.5776,15000.0,Store,14882.88082670056
2015-01-13 08:00:00+00:00,5869.66,15000.0,Store,14882.88082670056
2015-01-13 09:00:00+00:00,4965.1294,14500.0,Discharge,14862.047493367229
2015-01-13 10:00:00+00:00,5231.41,14208.43503049323,Discharge,14829.06561963778
2015-01-13 11:00:00+00:00,5575.0283,14281.332388567489,Store,14799.121135828093
2015-01-13 12:00:00+00:00,5942.1553,14684.452584288336,Store,14785.973326840105
2015-01-13 13:00:00+00:00,5938.141,15000.0,Store,14785.973326840105
2015-01-13 14:00:00+00:00,6778.742,15000.0,Store,14785.973326840105
2015-01-13 15:00:00+00:00,6449.4756,15000.0,Store,14785.973326840105
2015-01-13 16:00:00+00:00,6462.1035,15000.0,Store,14785.973326840105
2015-01-13 17:00:00+00:00,6100.377,15000.0,Store,14798.746752011648
2015-01-13 18:00:00+00:00,6079.922,15000.0,Store,14818.280884970258
2015-01-13 19:00:00+00:00,5864.833,15000.0,Store,14836.04991046404
2015-01-13 20:00:00+00:00,5753.073,15000.0,Store,14843.978636775566
2015-01-13 21:00:00+00:00,6078.1743,15000.0,Store,14843.978636775566
2015-01-13 22:00:00+00:00,6244.7817,15000.0,Store,14843.978636775566
2015-01-13 23:00:00+00:00,6162.5806,15000.0,Store,14843.978636775566
2015-01-14 00:00:00+00:00,6349.568,15000.0,Store,14843.978636775566
2015-01-14 01:00:00+00:00,6306.1104,15000.0,Store,14843.978636775566
2015-01-14 02:00:00+00:00,6144.0854,15000.0,Store,14843.978636775566
2015-01-14 03:00:00+00:00,5967.448,15000.0,Store,14850.698779658982
2015-01-14 04:00:00+00:00,5848.5723,15000.0,Store,14867.14315100953
2015-01-14 05:00:00+00:00,5950.86,15000.0,Store,14890.149835198143
2015-01-14 06:00:00+00:00,6143.0923,15000.0,Store,14903.092500139543
2015-01-14 07:00:00+00:00,6486.9873,15000.0,Store,14903.092500139543
2015-01-14 08:00:00+00:00,6437.619,15000.0,Store,14903.092500139543
2015-01-14 09:00:00+00:00,6853.6416,15000.0,Store,14923.925833472875
2015-01-14 10:00:00+00:00,7272.3457,15000.0,Store,14956.907707202326
2015-01-14 11:00:00+00:00,7528.0557,15000.0,Store,14986.852191012013
2015-01-14 12:00:00+00:00,7535.7715,15000.0,Store,15000.0
2015-01-14 13:00:00+00:00,7388.5176,15000.0,Store,15000.0
2015-01-14 14:00:00+00:00,7160.6714,15000.0,Store,15000.0
2015-01-14 15:00:00+00:00,6728.2695,15000.0,Store,15000.0
2015-01-14 16:00:00+00:00,6805.3115,15000.0,Store,15000.0
2015-01-14 17:00:00+00:00,6704.8555,15000.0,Store,15000.0
2015-01-14 18:00:00+00:00,7010.1895,15000.0,Store,15000.0
2015-01-14 19:00:00+00:00,6775.974,15000.0,Store,15000.0
2015-01-14 20:00:00+00:00,6757.9136,15000.0,Store,15000.0
2015-01-14 21:00:00+00:00,7078.295,15000.0,Store,15000.0
2015-01-14 22:00:00+00:00,6713.7866,15000.0,Store,15000.0
2015-01-14 23:00:00+00:00,6757.9136,15000.0,Store,15000.0
2015-01-15 00:00:00+00:00,6730.938,15000.0,Store,15000.0
2015-01-15 01:00:00+00:00,6488.625,15000.0,Store,15000.0
2015-01-15 02:00:00+00:00,6711.8037,15000.0,Store,15000.0
2015-01-15 03:00:00+00:00,6515.7344,15000.0,Store,15000.0
2015-01-15 04:00:00+00:00,6515.7344,15000.0,Store,15000.0
2015-01-15 05:00:00+00:00,6701.9697,15000.0,Store,15000.0
2015-01-15 06:00:00+00:00,6698.349,15000.0,Store,15000.0
2015-01-15 07:00:00+00:00,6508.906,15000.0,Store,15000.0
2015-01-15 08:00:00+00:00,6201.429,15000.0,Store,15000.0
2015-01-15 09:00:00+00:00,5552.6836,15000.0,Store,15000.0
2015-01-15 10:00:00+00:00,5593.633,15000.0,Store,15000.0
2015-01-15 11:00:00+00:00,6555.7964,15000.0,Store,15000.0
2015-01-15 12:00:00+00:00,7162.2456,15000.0,Store,15000.0
2015-01-15 13:00:00+00:00,7332.9736,15000.0,Store,15000.0
2015-01-15 14:00:00+00:00,7217.2695,15000.0,Store,15000.0
2015-01-15 15:00:00+00:00,7154.406,15000.0,Store,15000.0
2015-01-15 16:00:00+00:00,7290.2827,15000.0,Store,15000.0
2015-01-15 17:00:00+00:00,6170.7637,15000.0,Store,15000.0
2015-01-15 18:00:00+00:00,6505.285,15000.0,Store,15000.0
2015-01-15 19:00:00+00:00,7080.342,15000.0,Store,15000.0
2015-01-15 20:00:00+00:00,7008.2065,15000.0,Store,15000.0
2015-01-15 21:00:00+00:00,7122.033,15000.0,Store,15000.0
2015-01-15 22:00:00+00:00,7122.033,15000.0,Store,15000.0
2015-01-15 23:00:00+00:00,7125.719,15000.0,Store,15000.0
2015-01-16 00:00:00+00:00,7084.028,15000.0,Store,15000.0
2015-01-16 01:00:00+00:00,7014.898,15000.0,Store,15000.0
2015-01-16 02:00:00+00:00,6760.1626,15000.0,Store,15000.0
2015-01-16 03:00:00+00:00,6711.8037,15000.0,Store,15000.0
2015-01-16 04:00:00+00:00,6340.0806,15000.0,Store,15000.0
2015-01-16 05:00:00+00:00,6062.9585,15000.0,Store,15000.0
2015-01-16 06:00:00+00:00,5751.147,15000.0,Store,15000.0
2015-01-16 07:00:00+00:00,5341.2285,14814.220468063446,Discharge,14992.259186169313
2015-01-16 08:00:00+00:00,4995.1284,14314.220468063446,Discharge,14963.685039005288
2015-01-16 09:00:00+00:00,4371.161,13814.220468063446,Discharge,14914.27755850793
2015-01-16 10:00:00+00:00,4698.3228,13314.220468063446,Discharge,14844.036744677242
2015-01-16 11:00:00+00:00,5363.7256,13152.501748735087,Discharge,14767.057650874536
2015-01-16 12:00:00+00:00,5723.525,13345.139591347044,Store,14698.105133847332
2015-01-16 13:00:00+00:00,6343.4473,13845.139591347044,Store,14649.985950153457
2015-01-16 14:00:00+00:00,5930.42,14223.604119040267,Store,14617.636121780137
2015-01-16 15:00:00+00:00,5895.0645,14570.059336743241,Store,14599.721927477769
2015-01-16 16:00:00+00:00,5071.5117,14082.489422533019,Discharge,14561.492320083313
2015-01-16 17:00:00+00:00,4615.1304,13582.489422533019,Discharge,14502.42937935552
2015-01-16 18:00:00+00:00,4908.377,13082.489422533019,Discharge,14422.533105294397
2015-01-16 19:00:00+00:00,4860.437,12582.489422533019,Discharge,14321.80349789994
2015-01-16 20:00:00+00:00,4458.4023,12082.489422533019,Discharge,14200.240557172148
2015-01-16 21:00:00+00:00,4564.011,11582.489422533019,Discharge,14057.844283111024
2015-01-16 22:00:00+00:00,4595.156,11082.489422533019,Discharge,13894.614675716568
2015-01-16 23:00:00+00:00,4333.0356,10582.489422533019,Discharge,13710.551734988776
2015-01-17 00:00:00+00:00,4321.9277,10082.489422533019,Discharge,13505.655460927652
2015-01-17 01:00:00+00:00,4232.8696,9582.489422533019,Discharge,13279.925853533196
2015-01-17 02:00:00+00:00,4039.5134,9082.489422533019,Discharge,13033.362912805404
2015-01-17 03:00:00+00:00,3807.8123,8582.489422533019,Discharge,12765.96663874428
2015-01-17 04:00:00+00:00,3821.162,8082.489422533019,Discharge,12477.737031349823
2015-01-17 05:00:00+00:00,3972.0454,7582.489422533019,Discharge,12168.674090622031
2015-01-17 06:00:00+00:00,4136.346,7082.489422533019,Discharge,11838.777816560907
2015-01-17 07:00:00+00:00,4232.7354,6582.489422533019,Discharge,11495.789022997138
2015-01-17 08:00:00+00:00,4304.65,6082.489422533019,Discharge,11152.800229433371
2015-01-17 09:00:00+00:00,4525.868,5582.489422533019,Discharge,10809.811435869602
2015-01-17 10:00:00+00:00,5087.92,5108.950505677078,Discharge,10467.925187436836
2015-01-17 11:00:00+00:00,5448.9644,5036.33906312023,Discharge,10129.751742202885
2015-01-17 12:00:00+00:00,5759.1685,5256.518812568582,Store,9792.725876420449
2015-01-17 13:00:00+00:00,5888.6826,5593.072613771292,Store,9448.889752354793
2015-01-17 14:00:00+00:00,5702.5566,5761.9244106611295,Store,9096.319764505663
2015-01-17 15:00:00+00:00,4671.778,5261.9244106611295,Discharge,8708.48080925224
2015-01-17 16:00:00+00:00,3958.6555,4761.9244106611295,Discharge,8320.123933757579
2015-01-17 17:00:00+00:00,3412.8992,4261.9244106611295,Discharge,7931.767058262917
2015-01-17 18:00:00+00:00,3252.0674,3761.9244106611295,Discharge,7543.410182768254
2015-01-17 19:00:00+00:00,3042.1316,3261.9244106611295,Discharge,7155.0533072735925
2015-01-17 20:00:00+00:00,2826.97,2761.9244106611295,Discharge,6766.696431778931
2015-01-17 21:00:00+00:00,2449.0784,2261.9244106611295,Discharge,6378.339556284268
2015-01-17 22:00:00+00:00,2204.1196,1761.9244106611295,Discharge,5989.982680789606
2015-01-17 23:00:00+00:00,1809.7552,1261.9244106611295,Discharge,5601.625805294944
2015-01-18 00:00:00+00:00,1759.2142,761.9244106611295,Discharge,5213.268929800282
2015-01-18 01:00:00+00:00,1972.25,261.9244106611295,Discharge,4824.912054305621
