actual,xgboost_predicted,naive_predicted
3975.0,3713.311,3790.0
3766.0,3552.8132,3405.0
4299.0,3928.1724,3058.0
4163.0,3820.187,3050.0
2816.0,2877.1208,1274.0
4310.0,3932.1714,2945.0
3378.0,3266.0972,4131.0
2660.0,2742.3352,4038.0
5415.0,4724.72,3959.0
5759.0,4956.6562,3570.0
5714.0,4853.334,1911.0
5843.0,5051.658,3720.0
6549.0,5530.953,2138.0
6118.0,5178.604,2487.0
6191.0,5313.999,2684.0
6229.0,5313.999,5954.0
6664.0,5573.4795,3446.0
6988.0,5788.1357,3984.0
7123.0,5866.0957,5176.0
5830.0,4988.3457,3922.0
6708.0,5693.361,4858.0
6170.0,5256.584,3226.0
4741.0,4236.107,2975.0
